verdict	doc	line	skeleton	ref	context
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	333	הילל	Isa 14:12	**הֵילֵל בֶּן־שָׁחַר** (14:12)
UNRESOLVED-WORD	Isaiah/dig-deeper-isaiah-sweep.md	333	בנשחר	Isa 14:12	**הֵילֵל בֶּן־שָׁחַר** (14:12)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	363	ביומ	Isa 19:16-24	- **Repetition.** **בַּיּוֹם הַהוּא** ×6 in 19:16–24, each opening a further stage: terror → five cities → an altar → the LORD known → a highway → the threefold blessing
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	363	ההוא	Isa 19:16-24	- **Repetition.** **בַּיּוֹם הַהוּא** ×6 in 19:16–24, each opening a further stage: terror → five cities → an altar → the LORD known → a highway → the threefold blessing
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	364	עמי	Isa 19:25	- **Vocabulary.** **עַמִּי** (19:25) "my people" applied to **Egypt**
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	368	בני	Isa 2:6	2:6 condemned Judah for striking hands with **בְּנֵי נֵכָר**
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	368	נכר	Isa 2:6	2:6 condemned Judah for striking hands with **בְּנֵי נֵכָר**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	394	צפה	Isa 21:6	- **Vocabulary.** **צֹפֶה** *ṣōp̄eh* (21:6, 8) "watchman"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	445	בלע	Isa 25:8	**25:8's "he will swallow up death forever" uses the same verb (בִּלַּע) as v.7's swallowing of the shroud
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	455	בלע	Isa 25:7	- **Vocabulary / Hebrew.** **בִּלַּע** *billaʿ* (25:7, 8)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	518	אריאל	Isa 29:1	- **Vocabulary / Hebrew.** **אֲרִיאֵל** (29:1, 2, 7)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	549	מוקדי	Isa 33:14	- **Vocabulary.** **מוֹקְדֵי עוֹלָם** (33:14) "everlasting burnings"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	549	עולמ	Isa 33:14	- **Vocabulary.** **מוֹקְדֵי עוֹלָם** (33:14) "everlasting burnings"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	549	חקק	Isa 33:22	**חֹקֵק / מְחֹקְקֵנוּ** (33:22) "lawgiver"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	549	מחקקנו	Isa 33:22	**חֹקֵק / מְחֹקְקֵנוּ** (33:22) "lawgiver"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	579	דרכ	Isa 35:8	- **Vocabulary.** **דֶּרֶךְ הַקֹּדֶשׁ** (35:8) "the Way of Holiness"
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	579	הקדש	Isa 35:8	- **Vocabulary.** **דֶּרֶךְ הַקֹּדֶשׁ** (35:8) "the Way of Holiness"
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	579	מסלה	Isa 35:8	**מְסִלָּה** (35:8) "highway"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	631	סריסימ	Isa 39:7	**39:7's "eunuchs" (סָרִיסִים) is one of only three occurrences of the word in Isaiah, and the other two are 56:3 and 56:4
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	631	סריסימ	Isa 56:3	**39:7's "eunuchs" (סָרִיסִים) is one of only three occurrences of the word in Isaiah, and the other two are 56:3 and 56:4
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	631	סריסימ	Isa 56:4	**39:7's "eunuchs" (סָרִיסִים) is one of only three occurrences of the word in Isaiah, and the other two are 56:3 and 56:4
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	סריס	Isa 39:7	- **Vocabulary.** **סָרִיס** (39:7)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	שלומ	Isa 39:8	**שָׁלוֹם וֶאֱמֶת** (39:8) "peace and security/truth"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	ואמת	Isa 39:8	**שָׁלוֹם וֶאֱמֶת** (39:8) "peace and security/truth"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	אינ	Isa 48:22	Hezekiah's last words, and the book will spend three panels saying **אֵין שָׁלוֹם לָרְשָׁעִים** (48:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	שלומ	Isa 48:22	Hezekiah's last words, and the book will spend three panels saying **אֵין שָׁלוֹם לָרְשָׁעִים** (48:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	641	לרשעימ	Isa 48:22	Hezekiah's last words, and the book will spend three panels saying **אֵין שָׁלוֹם לָרְשָׁעִים** (48:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	660	במדבר	Isa 40:3	**40:3's punctuation is the textbook case of translation-as-interpretation, and the Masoretic accents settle the Hebrew.** `[T, high]` MT reads *qôl qôrēʾ* with a **zaqef qaton** (a disjunctive accent) on *qôrēʾ*, and the parallelism is **בַּמִּדְבָּר ‖ בָּעֲר
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	660	בערבה	Isa 40:3	**40:3's punctuation is the textbook case of translation-as-interpretation, and the Masoretic accents settle the Hebrew.** `[T, high]` MT reads *qôl qôrēʾ* with a **zaqef qaton** (a disjunctive accent) on *qôrēʾ*, and the parallelism is **בַּמִּדְבָּר ‖ בָּעֲר
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	664	נחמ	Isa 1:24	**"Comfort" (נחם) has appeared only three times in chapters 1–39 (1:24
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	694	פשעו	Isa 43:27	**43:27's "your mediators **transgressed against me**" (פָּשְׁעוּ בִי) is the middle of only three occurrences of the phrase in the book
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	694	בי	Isa 43:27	**43:27's "your mediators **transgressed against me**" (פָּשְׁעוּ בִי) is the middle of only three occurrences of the phrase in the book
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	696	ראשנות	Isa 65:16-17	**The "former things / new things" disputation term (רָאשֹׁנוֹת) is confined to 41–48 and then reappears only at 65:16–17 to be cancelled.** `[T, high]` 41:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	696	ראשנות	Isa 41:22	**The "former things / new things" disputation term (רָאשֹׁנוֹת) is confined to 41–48 and then reappears only at 65:16–17 to be cancelled.** `[T, high]` 41:22
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	705	תולעת	Isa 41:14	**תּוֹלַעַת** (41:14) "worm"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	725	נשא	Isa 46:1-4	**46:1–4 is a single sustained pun on two Hebrew roots, and it is the funniest and sharpest thing in the book.** `[T, high]` The verbs **נשא** (lift/bear) and **סבל** (carry a load) are applied first to idols
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	725	סבל	Isa 46:1-4	**46:1–4 is a single sustained pun on two Hebrew roots, and it is the funniest and sharpest thing in the book.** `[T, high]` The verbs **נשא** (lift/bear) and **סבל** (carry a load) are applied first to idols
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	725	נשאתיכמ	Isa 46:1	*"your carried things (נְשֻׂאֹתֵיכֶם) are **loaded** (עֲמוּסוֹת), a burden (מַשָּׂא) to the weary beast"* (46:1)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	725	עמוסות	Isa 46:1	*"your carried things (נְשֻׂאֹתֵיכֶם) are **loaded** (עֲמוּסוֹת), a burden (מַשָּׂא) to the weary beast"* (46:1)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	725	משא	Isa 46:1	*"your carried things (נְשֻׂאֹתֵיכֶם) are **loaded** (עֲמוּסוֹת), a burden (מַשָּׂא) to the weary beast"* (46:1)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	727	סבל	Isa 53:4	**That same root סבל reappears only at 53:4 and 53:11
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	727	סבל	Isa 53:11	**That same root סבל reappears only at 53:4 and 53:11
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	727	סבל	Isa 9:3	סבל occurs nine times in Isaiah: 9:3
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	737	משיחו	Isa 45:1	**מְשִׁיחוֹ** (45:1)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	737	תהו	Isa 45:18	**תֹּהוּ** (45:18)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	769	מרה	Isa 50:5	- **Vocabulary / Hebrew.** **מָרָה** (50:5) "rebel"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	769	למודימ	Isa 50:4	**לִמּוּדִים** (50:4) "those who are taught / disciples"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	773	נס	Isa 49:22	49:22's *"I will raise my signal (נֵס) to the peoples"* completes the banner-reversal: the signal that summoned invaders now summons the nations to *carry Israel's children home* *(high)* `[T]`
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	789	נשא	Isa 52:13	**52:13's נָשָׂא does double duty, and both meanings are load-bearing in the same passage.** `[T, high]` At 52:13 the Servant is *"**high and lifted up** (יָרוּם וְנִשָּׂא)"*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	789	ירומ	Isa 52:13	**52:13's נָשָׂא does double duty, and both meanings are load-bearing in the same passage.** `[T, high]` At 52:13 the Servant is *"**high and lifted up** (יָרוּם וְנִשָּׂא)"*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	789	ונשא	Isa 52:13	**52:13's נָשָׂא does double duty, and both meanings are load-bearing in the same passage.** `[T, high]` At 52:13 the Servant is *"**high and lifted up** (יָרוּם וְנִשָּׂא)"*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	791	אשמ	Isa 53:10	**53:10's אָשָׁם is the technical Levitical guilt-offering, applied to a person
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	791	דרור	Isa 61:1	and it is one of only two rare cultic-legal borrowings in the book's last third (the other is דְּרוֹר at 61:1).** `[T, high]` Surfaced by: Vocabulary, Biblical Theology, Move 1
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	801	עורי	Isa 51:9	- **Repetition.** The threefold **עוּרִי עוּרִי / הִתְעוֹרְרִי** (51:9, 17
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	801	התעוררי	Isa 51:9	- **Repetition.** The threefold **עוּרִי עוּרִי / הִתְעוֹרְרִי** (51:9, 17
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	802	אשמ	Isa 53:10	- **Vocabulary / Hebrew.** **אָשָׁם** (53:10)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	802	דכא	Isa 53:5	**דָּכָא** "crush" (53:5, 10)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	802	דכא	Isa 57:15	and the same root at **57:15**, where the High and Lofty One dwells *"with him who is of a contrite (דַּכָּא) and lowly spirit"*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	807	רמ	Isa 52:13	52:13's רָם וְנִשָּׂא *(high)*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	807	ונשא	Isa 52:13	52:13's רָם וְנִשָּׂא *(high)*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	807	מבשר	Isa 52:7	52:7's מְבַשֵּׂר completes the herald commissioned at 40:9 *(high)*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	807	מבשר	Isa 40:9	52:7's מְבַשֵּׂר completes the herald commissioned at 40:9 *(high)*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	807	זרע	Isa 53:10	` 53:10's **זֶרַע** → 54:17
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	807	זרע	Isa 54:17	` 53:10's **זֶרַע** → 54:17
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	822	עבדי	Isa 54:17	**54:17 is the turn: עַבְדֵי יְהוָה, "the *servants* of the LORD"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	822	יהוה	Isa 54:17	**54:17 is the turn: עַבְדֵי יְהוָה, "the *servants* of the LORD"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	824	הוי	Isa 55:1	**55:1 opens with הוֹי
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	834	דכא	Isa 57:15	**דַּכָּא** (57:15)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	834	רמ	Isa 57:15	**רָם וְנִשָּׂא** (57:15)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	834	ונשא	Isa 57:15	**רָם וְנִשָּׂא** (57:15)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	835	הנחמימ	Isa 57:5	57:5's *"you who burn with lust (הַנֵּחָמִים) among the oaks"* and 57:6's *"Shall I relent (אֶנָּחֵם) for these things?"* use the same root that opens 40:1
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	835	הנחמימ	Isa 57:6	57:5's *"you who burn with lust (הַנֵּחָמִים) among the oaks"* and 57:6's *"Shall I relent (אֶנָּחֵם) for these things?"* use the same root that opens 40:1
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	835	הנחמימ	Isa 40:1	57:5's *"you who burn with lust (הַנֵּחָמִים) among the oaks"* and 57:6's *"Shall I relent (אֶנָּחֵם) for these things?"* use the same root that opens 40:1
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	835	אנחמ	Isa 57:5	57:5's *"you who burn with lust (הַנֵּחָמִים) among the oaks"* and 57:6's *"Shall I relent (אֶנָּחֵם) for these things?"* use the same root that opens 40:1
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	835	אנחמ	Isa 57:6	57:5's *"you who burn with lust (הַנֵּחָמִים) among the oaks"* and 57:6's *"Shall I relent (אֶנָּחֵם) for these things?"* use the same root that opens 40:1
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	835	אנחמ	Isa 40:1	57:5's *"you who burn with lust (הַנֵּחָמִים) among the oaks"* and 57:6's *"Shall I relent (אֶנָּחֵם) for these things?"* use the same root that opens 40:1
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	835	אנחמ	Isa 1:24	**And אֶנָּחֵם occurs only twice in the book: 1:24 and 57:6.** *High confidence
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	835	אנחמ	Isa 57:6	**And אֶנָּחֵם occurs only twice in the book: 1:24 and 57:6.** *High confidence
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	839	אנחמ	Isa 57:6	57:6's אֶנָּחֵם *(moderate–high)*
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	839	רמ	Isa 57:15	57:15's רָם וְנִשָּׂא *(high)*.
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	839	ונשא	Isa 57:15	57:15's רָם וְנִשָּׂא *(high)*.
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	853	מפגיע	Isa 59:16	**59:16's "no one to intercede" (מַפְגִּיעַ) uses the same rare verb as 53:6 and 53:12
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	853	מפגיע	Isa 53:6	**59:16's "no one to intercede" (מַפְגִּיעַ) uses the same rare verb as 53:6 and 53:12
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	853	מפגיע	Isa 53:12	**59:16's "no one to intercede" (מַפְגִּיעַ) uses the same rare verb as 53:6 and 53:12
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	853	פגע	Isa 47:3	"the LORD laid on him the iniquity of us all" and "he makes intercession for the transgressors".** `[T, high]` The hiphil of פגע occurs five times in Isaiah (47:3
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	855	הנני	Isa 58:9	**58:9's "you shall cry, and he will say, 'Here I am' (הִנֵּנִי)" is God returning Isaiah's own answer from 6:8.** `[T, high]` Surfaced by: Move 4, Vocabulary
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	855	הנני	Isa 6:8	**58:9's "you shall cry, and he will say, 'Here I am' (הִנֵּנִי)" is God returning Isaiah's own answer from 6:8.** `[T, high]` Surfaced by: Move 4, Vocabulary
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	855	הנני	Isa 6:8	The chain runs 6:8 (the prophet says it to God) → 58:9 (God says it to a praying people) → **65:1 (God says it doubled, הִנֵּנִי הִנֵּנִי, to a nation that never asked)**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	855	הנני	Isa 58:9	The chain runs 6:8 (the prophet says it to God) → 58:9 (God says it to a praying people) → **65:1 (God says it doubled, הִנֵּנִי הִנֵּנִי, to a nation that never asked)**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	855	הנני	Isa 65:1	The chain runs 6:8 (the prophet says it to God) → 58:9 (God says it to a praying people) → **65:1 (God says it doubled, הִנֵּנִי הִנֵּנִי, to a nation that never asked)**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	865	הנ	Isa 59:1-2	- **Linking words.** 59:1–2's **הֵן… כִּי אִם**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	866	מפגיע	Isa 59:16	- **Vocabulary / Hebrew.** **מַפְגִּיעַ** (59:16)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	866	סמכ	Isa 59:16	**סָמַךְ** "uphold" (59:16)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	866	גאל	Isa 59:20	**גֹּאֵל** (59:20) "Redeemer"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	885	אילי	Isa 61:3	**61:3's "oaks of righteousness" (אֵילֵי הַצֶּדֶק) redeems the word for the idolatrous oaks of 1:29 and 57:5
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	885	אילי	Isa 1:29	**61:3's "oaks of righteousness" (אֵילֵי הַצֶּדֶק) redeems the word for the idolatrous oaks of 1:29 and 57:5
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	885	אילי	Isa 57:5	**61:3's "oaks of righteousness" (אֵילֵי הַצֶּדֶק) redeems the word for the idolatrous oaks of 1:29 and 57:5
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	885	הצדק	Isa 61:3	**61:3's "oaks of righteousness" (אֵילֵי הַצֶּדֶק) redeems the word for the idolatrous oaks of 1:29 and 57:5
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	885	הצדק	Isa 1:29	**61:3's "oaks of righteousness" (אֵילֵי הַצֶּדֶק) redeems the word for the idolatrous oaks of 1:29 and 57:5
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	885	הצדק	Isa 57:5	**61:3's "oaks of righteousness" (אֵילֵי הַצֶּדֶק) redeems the word for the idolatrous oaks of 1:29 and 57:5
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	887	שלחני	Isa 61:1	**61:1's שְׁלָחַנִי, "he has sent me", is one of three occurrences of the form
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	889	נצר	Isa 60:21	**60:21's נֵצֶר "branch" is applied to *the people*, and it is one of only three occurrences
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	897	פאר	Isa 61:3	and 61:3's **פְּאֵר** ("a beautiful headdress") instead of ashes puns on the root
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	898	דרור	Isa 61:1	- **Vocabulary / Hebrew.** **דְּרוֹר** (61:1)
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	898	אשמ	Lev 25:10	the **Jubilee release-word of Leviticus 25:10**, one of only two rare cultic-legal borrowings in the book's last third (with אָשָׁם at 53:10) `[T, high]`
NO-SUCH-VERSE	Isaiah/dig-deeper-isaiah-sweep.md	898	אשמ	Lev 53:10	the **Jubilee release-word of Leviticus 25:10**, one of only two rare cultic-legal borrowings in the book's last third (with אָשָׁם at 53:10) `[T, high]`
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	898	אילי	Isa 61:3	**אֵילֵי הַצֶּדֶק** (61:3)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	898	הצדק	Isa 61:3	**אֵילֵי הַצֶּדֶק** (61:3)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	898	נצר	Isa 60:21	**נֵצֶר** (60:21).
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	902	נס	Isa 62:10	62:10's **נֵס** and **מְסִלָּה** together, the last occurrence of each *(high)*.
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	902	מסלה	Isa 62:10	62:10's **נֵס** and **מְסִלָּה** together, the last occurrence of each *(high)*.
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	917	צדקתו	Isa 59:16	and the change is the point.** `[T, high]` 59:16: *"his own arm brought him salvation, and **his righteousness** (צִדְקָתוֹ) upheld him."* 63:5: *"my own arm brought me salvation, and **my wrath** (חֲמָתִי) upheld me."* The rare hitpolel of שמם ("was appalled"
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	917	צדקתו	Isa 63:5	and the change is the point.** `[T, high]` 59:16: *"his own arm brought him salvation, and **his righteousness** (צִדְקָתוֹ) upheld him."* 63:5: *"my own arm brought me salvation, and **my wrath** (חֲמָתִי) upheld me."* The rare hitpolel of שמם ("was appalled"
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	917	חמתי	Isa 59:16	and the change is the point.** `[T, high]` 59:16: *"his own arm brought him salvation, and **his righteousness** (צִדְקָתוֹ) upheld him."* 63:5: *"my own arm brought me salvation, and **my wrath** (חֲמָתִי) upheld me."* The rare hitpolel of שמם ("was appalled"
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	917	חמתי	Isa 63:5	and the change is the point.** `[T, high]` 59:16: *"his own arm brought him salvation, and **his righteousness** (צִדְקָתוֹ) upheld him."* 63:5: *"my own arm brought me salvation, and **my wrath** (חֲמָתִי) upheld me."* The rare hitpolel of שמם ("was appalled"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	917	שממ	Isa 59:16	and the change is the point.** `[T, high]` 59:16: *"his own arm brought him salvation, and **his righteousness** (צִדְקָתוֹ) upheld him."* 63:5: *"my own arm brought me salvation, and **my wrath** (חֲמָתִי) upheld me."* The rare hitpolel of שמם ("was appalled"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	917	שממ	Isa 63:5	and the change is the point.** `[T, high]` 59:16: *"his own arm brought him salvation, and **his righteousness** (צִדְקָתוֹ) upheld him."* 63:5: *"my own arm brought me salvation, and **my wrath** (חֲמָתִי) upheld me."* The rare hitpolel of שמם ("was appalled"
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	919	הנני	Isa 65:1	**65:1's doubled הִנֵּנִי הִנֵּנִי completes the chain from 6:8 and 58:9
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	919	הנני	Isa 6:8	**65:1's doubled הִנֵּנִי הִנֵּנִי completes the chain from 6:8 and 58:9
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	919	הנני	Isa 58:9	**65:1's doubled הִנֵּנִי הִנֵּנִי completes the chain from 6:8 and 58:9
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	929	הנני	Isa 65:1	- **Vocabulary / Hebrew.** **הִנֵּנִי** (65:1)
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	929	חמר	Isa 64:8	**חֹמֶר / יֹצֵר** (64:8)
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	929	יצר	Isa 64:8	**חֹמֶר / יֹצֵר** (64:8)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	933	בחירי	Isa 65:9	65:9's **בְחִירַי** "my chosen" is **plural**, where 42:1's was singular *(high)* `[T]`.
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	933	בחירי	Isa 42:1	65:9's **בְחִירַי** "my chosen" is **plural**, where 42:1's was singular *(high)* `[T]`.
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	948	פשעימ	Isa 66:24	**The book's last verse closes four distinct verbal circuits opened in its first chapter, and every one is lexical rather than thematic.** `[T, high]` **פֹּשְׁעִים בִּי** (66:24 ‖ 1:2, only three occurrences with 43:27)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	948	פשעימ	Isa 1:2	**The book's last verse closes four distinct verbal circuits opened in its first chapter, and every one is lexical rather than thematic.** `[T, high]` **פֹּשְׁעִים בִּי** (66:24 ‖ 1:2, only three occurrences with 43:27)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	948	פשעימ	Isa 43:27	**The book's last verse closes four distinct verbal circuits opened in its first chapter, and every one is lexical rather than thematic.** `[T, high]` **פֹּשְׁעִים בִּי** (66:24 ‖ 1:2, only three occurrences with 43:27)
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	948	בי	Isa 66:24	**The book's last verse closes four distinct verbal circuits opened in its first chapter, and every one is lexical rather than thematic.** `[T, high]` **פֹּשְׁעִים בִּי** (66:24 ‖ 1:2, only three occurrences with 43:27)
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	948	בי	Isa 1:2	**The book's last verse closes four distinct verbal circuits opened in its first chapter, and every one is lexical rather than thematic.** `[T, high]` **פֹּשְׁעִים בִּי** (66:24 ‖ 1:2, only three occurrences with 43:27)
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	948	בי	Isa 43:27	**The book's last verse closes four distinct verbal circuits opened in its first chapter, and every one is lexical rather than thematic.** `[T, high]` **פֹּשְׁעִים בִּי** (66:24 ‖ 1:2, only three occurrences with 43:27)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	948	תכבה	Isa 1:31	**לֹא תִכְבֶּה** ‖ 1:31's **וְאֵין מְכַבֶּה**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	948	ואינ	Isa 1:31	**לֹא תִכְבֶּה** ‖ 1:31's **וְאֵין מְכַבֶּה**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	948	מכבה	Isa 1:31	**לֹא תִכְבֶּה** ‖ 1:31's **וְאֵין מְכַבֶּה**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	948	תולעתמ	Isa 41:14	**תּוֹלַעְתָּם** ‖ 41:14's **תּוֹלַעַת** (the only two)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	948	תולעת	Isa 41:14	**תּוֹלַעְתָּם** ‖ 41:14's **תּוֹלַעַת** (the only two)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	961	חרד	Isa 66:2	- **Vocabulary / Hebrew.** **חָרֵד** (66:2, 5)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	961	ראשנות	Isa 65:16	**רָאשֹׁנוֹת** (65:16, 17)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	984	רמ	Isa 2:12-17	2:12–17 (everything רָם וְנִשָּׂא brought low)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	984	ונשא	Isa 2:12-17	2:12–17 (everything רָם וְנִשָּׂא brought low)
